language,cast_num,cast_0,crew_num,director,genre_0,company_0,country,cast_bucket
en,20,Ewan McGregor,75,Susanna White,Thriller,StudioCanal,FR,0
en,13,Jason Biggs,8,Dennis Dugan,Comedy,Village Roadshow Pictures,US,0
en,19,Zachary Gordon,12,David Bowers,Comedy,Fox 2000 Pictures,US,0
en,19,John Leguizamo,18,Spike Lee,Thriller,40 Acres & A Mule Filmworks,US,0
en,29,Kevin Smith,117,Kevin Smith,Comedy,Dimension Films,US,1
en,19,Leelee Sobieski,49,Daniel Sackheim,Drama,Original Film,US,0
en,87,Josh Brolin,19,Joel Coen,Comedy,Universal Pictures,US,3
en,11,Rachael Leigh Cook,24,Deborah Kaplan,Comedy,Universal Pictures,CA,0
en,16,Jason Statham,30,Gary Fleder,Action,Millennium Films,US,0
en,9,Richard E. Grant,1,Uli Edel,Family,New Line Cinema,DE,0
en,17,Jason Schwartzman,6,David O. Russell,Comedy,Fox Searchlight Pictures,DE,0
en,22,Robert John Burke,15,Fred Dekker,Action,Orion Pictures,US,0
en,11,Michael York,8,Brian Trenchard-Smith,Action,Infinity Omnimedia,US,0
en,7,Julie Andrews,3,Blake Edwards,Drama,Paramount Pictures,US,0
en,73,Brendan Fraser,16,Hugh Wilson,Comedy,Universal Pictures,US,2
en,27,Ed Skrein,42,Camille Delamarre,Thriller,EuropaCorp,BE,1
en,17,Johnny Depp,18,Laurence Dunmore,Drama,First Choice Films,GB,0
nl,18,Carice van Houten,66,Paul Verhoeven,Drama,CoBo Fund,NL,0
fr,15,Diane Kruger,57,Christian Carion,Romance,Senator Film Produktion,BE,0
en,18,Kristen Bell,34,Dax Shepard,Action,Primate Pictures,US,0
en,9,Diane Keaton,7,Callie Khouri,Action,Millennium Films,US,0
en,10,Nicole Kidman,44,Rowan Joffe,Mystery,StudioCanal,FR,0
en,14,Roy Scheider,9,William Friedkin,Action,Paramount Pictures,US,0
en,11,Frances Conroy,2,John Curran,Drama,Stone Productions,US,0
fr,11,Romain Duris,3,Laurent Tirard,Romance,,FR,0
en,41,Christian Bale,19,Scott Cooper,Thriller,Appian Way,US,1
en,18,George Clooney,16,Tony Gilroy,Drama,Castle Rock Entertainment,US,0
en,17,Jack Lemmon,6,Peter Segal,Comedy,Warner Bros.,US,0
en,16,Jeff Bridges,46,Mark Pellington,Drama,Lakeshore Entertainment,US,0
es,15,Juan José Campanella,5,Juan José Campanella,Animation,100 Bares,AR,0
en,17,Ellen Page,3,Woody Allen,Romance,Gravier Productions,IT,0
en,54,Clint Eastwood,41,Clint Eastwood,Science Fiction,Malpaso Productions,US,2
en,19,Trey Parker,74,Trey Parker,Animation,Paramount Pictures,US,0
en,14,Matthew Macfadyen,7,Frank Oz,Comedy,Sidney Kimmel Entertainment,GB,0
en,29,Paige Turco,8,Stuart Gillard,Action,New Line Cinema,HK,1
en,21,Keanu Reeves,11,Brian Robbins,Comedy,Paramount Pictures,DE,0
en,62,Bradley Cooper,60,David O. Russell,Drama,The Weinstein Company,US,2
en,28,Hilary Swank,66,Richard LaGravenese,Crime,Double Feature Films,DE,1
en,16,Kimberly Elise,3,Tyler Perry,Drama,Lions Gate Films,US,0
en,13,Jason Statham,24,Louis Leterrier,Action,TF1 Films Productions,US,0
en,10,Sean Faris,10,Jeff Wadlow,Drama,Summit Entertainment,US,0
en,42,Emily Bergl,40,Katt Shea,Horror,United Artists,US,1
en,17,John Krasinski,43,Sam Mendes,Drama,Neal Street Productions,US,0
en,28,Kevin Costner,30,Joshua Michael Stern,Drama,Touchstone Pictures,US,1
en,16,Jake Gyllenhaal,16,Brad Silberling,Romance,Punch Productions,US,0
en,31,John Hurt,20,Tomas Alfredson,Drama,StudioCanal,FR,1
en,16,Elisabeth Shue,4,John Duigan,Drama,Metro-Goldwyn-Mayer (MGM),US,0
en,7,Jodie Foster,17,Jodie Foster,Drama,Summit Entertainment,AE,0
en,37,Burt Reynolds,18,Colin Higgins,Comedy,Universal Pictures,US,1
en,17,Jennifer Jason Leigh,57,David Cronenberg,Action,Alliance Atlantis Communications,CA,0
en,50,Harrison Ford,46,Steven Spielberg,Adventure,Lucasfilm,US,2
en,18,Macaulay Culkin,12,Chris Columbus,Comedy,Twentieth Century Fox Film Corporation,US,0
en,59,Richard Dreyfuss,32,Steven Spielberg,Science Fiction,Columbia Pictures Corporation,US,2
en,15,Kristen Bell,9,Jim Sonzero,Horror,Dimension Films,US,0
en,27,Eddie Murphy,26,Tony Scott,Action,Paramount Pictures,US,1
en,59,Steve Martin,10,Adam Shankman,Comedy,Hyde Park Films,US,2
en,59,Jodie Foster,83,Jonathan Demme,Crime,Orion Pictures,US,2
en,18,Mike Myers,10,Penelope Spheeris,Music,Paramount Pictures,US,0
en,42,Johnny Knoxville,15,Jeff Tremaine,Comedy,MTV Films,US,1
en,20,Roy Scheider,23,Jeannot Szwarc,Horror,Universal Pictures,US,0
en,12,Drew Barrymore,2,Raja Gosnell,Adventure,Walt Disney Pictures,US,0
en,23,Patrick Wilson,50,James Wan,Horror,New Line Cinema,US,0
en,13,Ice Cube,14,Brian Levant,Adventure,Columbia Pictures,US,0
en,40,Melissa McCarthy,46,Ben Falcone,Comedy,New Line Cinema,US,1
en,75,Jack Black,21,Richard Linklater,Comedy,Paramount Pictures,DE,3
en,11,Christopher Lambert,15,Paul W.S. Anderson,Action,New Line Cinema,US,0
en,15,Shawn Wayans,36,Keenen Ivory Wayans,Comedy,Columbia Pictures,US,0
en,17,George Clooney,14,Alexander Payne,Comedy,Fox Searchlight Pictures,US,0
en,23,Sigourney Weaver,10,Andrew Davis,Adventure,Walt Disney Pictures,US,0
en,14,Miley Cyrus,5,Julie Anne Robinson,Drama,Touchstone Pictures,US,0
en,93,Chiwetel Ejiofor,72,Steve McQueen,Drama,Plan B Entertainment,US,3
en,15,Nick Cannon,9,Charles Stone III,Drama,Fox 2000 Pictures,US,0
en,10,Tyler Perry,2,Tyler Perry,Comedy,Lions Gate Films,US,0
en,28,Johnny Depp,14,Tim Burton,Fantasy,Twentieth Century Fox Film Corporation,US,1
en,26,Emilia Clarke,52,Thea Sharrock,Drama,New Line Cinema,US,1
en,11,Tyler Perry,10,Tyler Perry,Drama,"Tyler Perry Company, The",US,0
en,11,Gene Hackman,22,William Friedkin,Action,Twentieth Century Fox Film Corporation,US,0
en,33,Mila Kunis,4,Jon Lucas,Comedy,STX Entertainment,US,1
en,22,Alyson Hannigan,18,Jason Friedberg,Comedy,Regency Enterprises,CH,0
en,12,Harriet Owen,9,Robin Budd,Adventure,Walt Disney Pictures,AU,0
en,38,David Oyelowo,18,Ava DuVernay,History,Plan B Entertainment,GB,1
en,9,John Goodman,10,Steve Trenbirth,Family,Walt Disney Pictures,AU,0
en,17,Emily Deschanel,47,Stephen T. Kay,Thriller,Ghost House Pictures,US,0
en,20,Sandra Bullock,22,Mennan Yapo,Thriller,TriStar Pictures,US,0
en,8,Jim Cummings,30,Jun Falkenstein,Animation,Walt Disney Pictures,US,0
en,24,Vera Farmiga,32,Jaume Collet-Serra,Horror,Dark Castle Entertainment,CA,0
en,34,Thomas Haden Church,15,Boaz Yakin,Adventure,Sunswept Entertainment,US,1
en,18,Kal Penn,15,Jason Friedberg,Action,Twentieth Century Fox Film Corporation,US,0
en,74,Mark Ruffalo,98,Tom McCarthy,Drama,Universal Pictures,CA,2
en,17,Samuel L. Jackson,17,Neil LaBute,Drama,Screen Gems,US,0
en,21,Sarah Michelle Gellar,18,Takashi Shimizu,Horror,Columbia Pictures Corporation,US,0
en,38,Angela Bassett,9,Kevin Rodney Sullivan,Comedy,Twentieth Century Fox Film Corporation,US,1
en,33,Keanu Reeves,13,Peter Hewitt,Adventure,Orion Pictures,US,1
en,28,Robin Williams,17,Barry Levinson,Comedy,Universal Pictures,US,1
en,9,Maximilian Schell,38,Gary Nelson,Adventure,Walt Disney Productions,US,0
en,20,George Clooney,51,Anton Corbijn,Crime,This Is That Productions,GB,0
en,12,Jennifer Lopez,19,Gregory Nava,Drama,Q Productions,US,0
en,21,Chris Riggi,18,Jason Friedberg,Horror,Regency Enterprises,US,0
en,50,Brad Pitt,23,Alejandro González Iñárritu,Drama,Paramount Vantage,FR,2
en,33,Jason Bateman,9,Shawn Levy,Drama,Spring Creek Productions,US,1
en,45,Meryl Streep,26,John Patrick Shanley,Drama,Scott Rudin Productions,US,1
en,6,Trey Parker,28,Trey Parker,Music,Paramount Pictures,DE,0
en,20,Alexandra Daddario,27,John Luessenhop,Horror,Nu Image Films,US,0
en,15,Sigourney Weaver,21,Jon Amiel,Drama,Regency Enterprises,US,0
en,19,Simon Rex,22,Malcolm D. Lee,Comedy,Dimension Films,US,0
en,13,Lee Marvin,9,Joshua Logan,Drama,Paramount Pictures,US,0
en,13,Sean Penn,6,Gus Van Sant,History,Focus Features,US,0
en,30,Tom Felton,21,Kevin Reynolds,Action,Columbia Pictures,US,1
en,11,Gabriel Byrne,105,Steve Beck,Horror,Village Roadshow Pictures,AU,0
en,24,Neil Patrick Harris,24,Todd Strauss-Schulson,Comedy,New Line Cinema,US,0
en,34,Matt Dillon,9,John McNaughton,Crime,Columbia Pictures,US,1
en,15,Dylan Walsh,17,Nelson McCormick,Horror,Screen Gems,US,0
en,9,Helen Mirren,49,John Madden,Drama,Miramax Films,US,0
en,49,John Cusack,14,Stephen Frears,Comedy,Buena Vista,GB,1
en,20,Shannyn Sossamon,41,Eric Valette,Horror,Intermedia Films,DE,0
en,17,Sally Field,28,John Schlesinger,Drama,Paramount Pictures,US,0
en,27,Jason Statham,56,Roger Donaldson,Thriller,Atlas Entertainment,AU,1
en,19,Jim Carrey,21,Michel Gondry,Science Fiction,Anonymous Content,US,0
en,15,Kristen Bell,13,Andy Fickman,Comedy,Oops Doughnuts Productions,US,0
en,48,Keanu Reeves,16,David Ayer,Action,Fox Searchlight Pictures,US,1
en,55,Simon Pegg,11,Edgar Wright,Comedy,Universal Pictures,GB,2
en,28,Emma Roberts,45,Andrew Fleming,Action,Virtual Studios,US,1
en,16,Ethan Hawke,67,Michael Spierig,Fantasy,Lionsgate,US,0
en,14,Alice Eve,38,Jim Field Smith,Comedy,DreamWorks SKG,US,0
en,16,Selena Gomez,26,Thomas Bezucha,Adventure,Dune Entertainment,HU,0
en,20,Jon Foster,28,William Brent Bell,Horror,Spyglass Entertainment,US,0
en,8,Tom Selleck,7,Simon Wincer,Romance,Pathe,AU,0
en,12,Hayden Panettiere,4,Ben Gluck,Family,Lions Gate Family Entertainment,US,0
en,20,Steven Strait,22,Renny Harlin,Action,"Screen Gems, Inc.",US,0
en,21,Jeff Bridges,20,Jessica Bendinger,Comedy,Spyglass Entertainment,DE,0
en,29,Jimmy Bennett,22,Robert Rodriguez,Comedy,Warner Bros. Pictures,AE,1
en,14,Nicole Kidman,16,Gus Van Sant,Fantasy,The Rank Organisation,US,0
en,22,Emma Roberts,42,Henry Joost,Mystery,Lionsgate,US,0
en,14,Viggo Mortensen,44,Ed Harris,Drama,New Line Cinema,US,0
en,12,James Woods,13,John Carpenter,Action,Columbia Pictures,US,0
en,30,Anthony Perkins,22,Alfred Hitchcock,Drama,Paramount Pictures,US,1
en,33,Dane Cook,24,Howard Deutch,Romance,Lionsgate,US,1
en,38,Alex Pettyfer,7,Shana Feste,Drama,Universal Pictures,US,1
en,11,Jane Fonda,2,Garry Marshall,Comedy,Universal Pictures,US,0
en,15,Chevy Chase,1,Steve Rash,Comedy,,US,0
en,15,Matthew Broderick,19,Richard Donner,Adventure,Twentieth Century Fox Film Corporation,US,0
en,5,Jim Carrey,2,Mark Steven Johnson,Comedy,Caravan Pictures,US,0
en,31,Adam Sandler,15,Mike Binder,Drama,Columbia Pictures,US,1
en,25,Emile Hirsch,50,Sean Penn,Adventure,Paramount Vantage,US,1
en,33,Billy Bob Thornton,26,Todd Phillips,Comedy,Dimension Films,US,1
en,22,Adelaide Clemens,25,Michael J. Bassett,Thriller,Davis-Films,FR,0
en,33,George Clooney,75,Robert Rodriguez,Horror,A Band Apart,US,1
en,8,Jim Cummings,9,Frank Nissen,Animation,Walt Disney Pictures,US,0
en,10,Holly Hunter,17,Jodie Foster,Comedy,Paramount Pictures,US,0
cn,17,Stephen Chow,19,Stephen Chow,Action,Columbia Pictures,CN,0
en,32,Haley Joel Osment,80,Peter Hastings,Adventure,Walt Disney Pictures,US,1
en,16,Khalid Abdalla,16,Marc Forster,Drama,DreamWorks SKG,CN,0
en,27,Sean Penn,14,Alejandro González Iñárritu,Drama,This Is That Productions,US,1
en,10,Cole Hauser,34,Paul Abascal,Action,Icon Productions,US,0
en,16,Jason Lee,11,Chris Koch,Comedy,Metro-Goldwyn-Mayer (MGM),US,0
en,16,Jason Biggs,8,Amy Heckerling,Drama,Columbia Pictures,US,0
en,9,Michael Moore,2,Michael Moore,Documentary,The Weinstein Company,US,0
en,59,Max von Sydow,19,George Stevens,Drama,George Stevens Productions,US,2
en,11,Chiwetel Ejiofor,9,Billy Ray,Crime,Ingenious Media,ES,0
en,15,Matt Lanter,13,Jason Friedberg,Action,Grosvenor Park Media Ltd.,US,0
en,16,Columbus Short,13,Nimród Antal,Action,Screen Gems,US,0
en,31,Bill Murray,18,Jon Amiel,Comedy,Regency Enterprises,US,1
en,37,Chris Evans,7,Mark Mylod,Comedy,Regency Enterprises,US,1
en,13,Guy Pearce,19,Stephen St. Leger,Action,Canal+,FR,0
en,42,Ben Stiller,23,Barry Levinson,Comedy,Columbia Pictures,US,1
en,27,Jason Statham,86,Brian Taylor,Action,Lakeshore Entertainment,US,1
en,11,John Cusack,8,Woody Allen,Action,Miramax Films,US,0
en,18,Tiffany Dupont,38,Michael O. Sajbel,Drama,Gener8Xion Entertainment,US,0
en,42,Michael Caine,15,Phillip Noyce,Drama,Miramax Films,US,1
en,11,Nicolas Cage,20,Gore Verbinski,Comedy,Paramount Pictures,DE,0
en,21,Wesley Snipes,3,Walter Hill,Action,Miramax Films,US,0
en,24,Ricky Gervais,14,David Koepp,Comedy,DreamWorks SKG,US,0
en,61,John Cena,44,Renny Harlin,Action,The Mark Gordon Company,US,2
en,24,Kodi Smit-McPhee,21,Matt Reeves,Drama,Hammer Film Productions,GB,0
en,50,Victor Wong,2,Charles T. Kanganis,Adventure,TriStar Pictures,JP,2
en,9,Jack Black,12,Michel Gondry,Drama,New Line Cinema,US,0
en,16,Judi Dench,14,Stephen Frears,Comedy,,GB,0
en,27,Casey Affleck,62,John Hillcoat,Action,Worldview Entertainment,US,1
en,22,Woody Allen,9,Woody Allen,Comedy,Fine Line Features,US,0
en,14,Matthew Perry,24,Damon Santostefano,Comedy,Village Roadshow Pictures,AU,0
en,15,Bradley Cooper,24,John Wells,Drama,Double Feature Films,US,0
en,11,Robert De Niro,12,Neil Jordan,Comedy,Paramount Pictures,US,0
en,117,Drew Barrymore,104,Woody Allen,Music,Miramax Films,US,3
en,14,Kevin Bacon,63,James Wan,Action,Twentieth Century Fox Film Corporation,US,0
en,16,Robert De Niro,25,Kirk Jones,Drama,Miramax Films,US,0
en,8,Jon Voight,4,Bob Clark,Comedy,Crystal Sky Worldwide,DE,0
en,23,Samuel L. Jackson,9,Les Mayfield,Action,New Line Cinema,US,0
en,13,Cedric the Entertainer,2,Les Mayfield,Action,New Line Cinema,US,0
en,14,Nia Vardalos,3,Michael Lembeck,Comedy,Universal Pictures,US,0
en,11,Shirley MacLaine,10,Bob Fosse,Comedy,Universal Pictures,US,0
en,101,Joaquin Phoenix,24,Paul Thomas Anderson,Comedy,Ghoulardi Film Company,US,3
en,14,Daniel Tay,3,Frank Passingham,Family,,FR,0
en,13,Josh Holloway,16,Benson Lee,Music,Screen Gems,US,0
en,46,Kevin Farley,2,David Zucker,Comedy,Mpower Pictures,US,1
en,22,Danny Trejo,42,Robert Rodriguez,Action,Open Road Films,US,0
en,6,Crispin Glover,61,Glen Morgan,Horror,New Line Cinema,US,0
en,16,Steve Zahn,5,Fred Wolf,Comedy,Paramount Pictures,US,0
en,44,Allan Corduner,10,Mike Leigh,Comedy,Newmarket Capital Group,GB,1
en,81,Jakob Salvati,40,Alejandro Monteverde,Comedy,Metanoia Films,MX,3
en,34,Keira Knightley,59,David Cronenberg,Drama,Recorded Pictures Company,CH,1
en,16,Keanu Reeves,26,Richard Linklater,Animation,Thousand Words,US,0
en,13,Gerard Butler,28,Curtis Hanson,Drama,Fox 2000 Pictures,US,0
en,29,Christian Slater,13,Uwe Boll,Action,Boll Kino Beteiligungs GmbH & Co. KG,CA,1
en,52,Vanessa Hudgens,17,Todd Graff,Comedy,Summit Entertainment,US,2
en,10,Nicole Kidman,31,Jonathan Glazer,Drama,Fine Line Features,FR,0
en,22,Oscar Isaac,78,J.C. Chandor,Crime,Participant Media,AE,0
en,11,Paul Gross,29,Paul Gross,Drama,Rhombus Media,CA,0
en,7,Aaron Abrams,15,Marc Abraham,Drama,Universal Pictures,US,0
en,18,Cate Blanchett,16,Todd Haynes,Drama,Endgame Entertainment,US,0
en,22,Henry Cavill,20,Mabrouk El Mechri,Action,Summit Entertainment,US,0
en,25,Rachel Weisz,20,Rian Johnson,Adventure,The Weinstein Company,US,1
en,17,Philip Seymour Hoffman,12,Charlie Kaufman,Drama,Likely Story,US,0
ja,14,Yōji Matsuda,68,Hayao Miyazaki,Adventure,Miramax Films,JP,0
fr,9,Grégori Derangère,3,Jean-Paul Rappeneau,Comedy,,FR,0
en,15,Alex Briley,3,Nancy Walker,Comedy,EMI Films,US,0
en,24,Guy Pearce,34,John Hillcoat,Action,Autonomous,AU,0
en,16,Aaron Eckhart,26,Angelo Pizzo,Drama,Paul Schiff Productions,US,0
en,5,Lisa Kudrow,4,Richard Benjamin,Comedy,Paramount Pictures,US,0
en,19,Christian Bale,81,Kurt Wimmer,Action,Dimension Films,US,0
zh,4,Jonathan Rhys Meyers,2,Roger Spottiswoode,Drama,Australian Film Finance Corporation,AU,0
en,16,Mark Wahlberg,19,James Gray,Drama,Miramax Films,US,0
en,10,Christopher Lloyd,10,Matthew Diamond,Family,,US,0
en,20,Angelina Jolie,51,Angelina Jolie,Drama,Plan B Entertainment,FR,0
ja,7,Anne Suzuki,9,Katsuhiro Ōtomo,Animation,Bandai Visual Company,JP,0
en,7,Gerard Butler,1,David Anspaugh,Drama,Bristol Bay Productions,US,0
en,13,Kirsten Dunst,3,Andrew Jarecki,Drama,The Weinstein Company,US,0
en,15,Jason Scott Lee,10,Kevin Reynolds,Adventure,Tig Productions,US,0
cn,10,Stephen Chow,8,Stephen Chow,Comedy,Columbia Pictures Film Production Asia,HK,0
fr,36,Christian Clavier,6,Jean-Marie Poiré,Comedy,Gaumont,FR,1
en,14,Brandon Routh,7,Kevin Munroe,Action,Hyde Park Films,US,0
en,16,Al Pacino,6,Daniel Algrant,Drama,,DE,0
en,12,Helen Mirren,19,Julie Taymor,Drama,Miramax Films,US,0
en,25,Ethan Hawke,44,Alejandro Amenábar,Horror,The Weinstein Company,CA,1
en,6,Sammo Hung,1,Daniel Lee,Action,Visualizer Film Productions,CN,0
en,15,Pierce Brosnan,19,Mike Barker,Crime,Icon Productions,CA,0
en,19,Jeremy Suarez,5,Wayne Thornley,Comedy,Industrial Development Corporation of South Africa,ZA,0
ta,24,Abhinay Vaddi,13,Gnana Rajasekaran,Drama,Camphor Cinema,IN,0
en,8,Melissa Leo,4,Tom Walsh,Animation,,US,0
en,14,Robert De Niro,4,Jonathan Jakubowicz,Drama,"Weinstein Company, The",PA,0
en,20,Pierce Brosnan,75,James McTeigue,Thriller,Nu Image Films,GB,0
en,19,Nicolas Cage,12,Scott Walker,Thriller,Grindstone Entertainment Group,US,0
en,12,Edward Norton,22,John Curran,Drama,Emotion Pictures,CA,0
de,42,Martina Gedeck,44,Uli Edel,Action,Nouvelles Éditions de Films (NEF),CZ,1
en,57,Kevin Costner,67,Kevin Costner,Adventure,Tig Productions,GB,2
en,45,Cameron Diaz,45,Jake Kasdan,Comedy,Columbia Pictures,US,1
en,12,Al Pacino,7,Harold Becker,Drama,Universal Pictures Corporation,US,0
en,67,Hilary Duff,31,Mark Rosman,Comedy,Gaylord Films,CA,2
en,19,David Arquette,81,Wes Craven,Crime,Woods Entertainment,US,0
en,25,Tony Shalhoub,139,Steve Beck,Horror,Columbia Pictures Corporation,CA,1
en,12,Jack Nicholson,17,Stanley Kubrick,Horror,Hawk Films,US,0
en,51,Michael J. Fox,40,Robert Zemeckis,Adventure,Universal Pictures,US,2
en,15,Geoffrey Rush,95,William Malone,Horror,Dark Castle Entertainment,US,0
en,6,Tyler Perry,2,Tyler Perry,Drama,Lions Gate Films,US,0
en,16,Erin O'Brien,7,Rob Hawk,Action,Cinestyle Media Group,US,0
en,20,Jason Bateman,19,Josh Gordon,Comedy,Mandate Pictures,US,0
en,10,Ashton Kutcher,30,Shawn Levy,Comedy,Twentieth Century Fox Film Corporation,DE,0
en,18,Dominic Cooper,50,Lee Tamahori,Drama,Corrino Media Corporation,NL,0
en,3,Alec Baldwin,1,Britt Allcroft,Animation,Destination Films,GB,0
en,39,Timothy Olyphant,76,Breck Eisner,Mystery,Penn Station Entertainment,US,1
ja,19,Rumi Hiiragi,34,Hayao Miyazaki,Fantasy,Studio Ghibli,JP,0
zh,12,Andy Lau,5,Alan Yuen,Action,Focus Films,HK,0
en,28,Mel Gibson,17,Roger Donaldson,Action,Dino De Laurentiis Company,US,1
en,35,Geoffrey Rush,67,Brian Percival,Drama,Studio Babelsberg,DE,1
en,11,Josh Zuckerman,33,Sean Anders,Comedy,"Summit Entertainment, LLC",US,0
en,15,Amy Adams,4,Anand Tucker,Romance,Universal Pictures,IE,0
en,26,Sophia Loren,4,Anthony Mann,Drama,Paramount Pictures,US,1
en,28,Topher Grace,45,Michael Dowse,Comedy,Imagine Entertainment,US,1
en,20,Viola Davis,11,Daniel Barnz,Drama,Gran Via Productions,US,0
en,6,Darci Kistler,1,Emile Ardolino,Family,Warner Bros. Family Entertainment,US,0
en,8,Jennifer Jason Leigh,10,Robert Altman,Thriller,Fine Line Features,US,0
en,33,Logan Lerman,23,James Schamus,Drama,Likely Story,US,1
en,18,Ryan Reynolds,26,Andrew Douglas,Horror,Platinum Dunes,US,0
en,25,Nicolas Cage,18,Spike Jonze,Comedy,Beverly Detroit,US,1
en,32,Simon Baker,77,George A. Romero,Horror,Universal Pictures,CA,1
cn,6,Lau Ching-Wan,13,Danny Pang,Action,Sun Entertainment Culture,HK,0
en,28,Johnny Depp,100,Terry Gilliam,Adventure,Universal Pictures,US,1
en,23,Ricky Gervais,36,Ricky Gervais,Comedy,Media Rights Capital,US,0
en,51,Seth Rogen,36,Nicholas Stoller,Comedy,Universal Pictures,US,2
en,16,Jim Carrey,14,Chuck Russell,Romance,New Line Cinema,US,0
en,15,Tom Hanks,11,Penny Marshall,Fantasy,Gracie Films,US,0
en,12,Sacha Baron Cohen,23,Larry Charles,Comedy,Twentieth Century Fox Film Corporation,US,0
en,21,Reese Witherspoon,24,Robert Luketic,Comedy,Marc Platt Productions,US,0
en,18,William Shatner,12,Leonard Nimoy,Science Fiction,Paramount Pictures,US,0
en,19,Laura Linney,62,Scott Derrickson,Crime,Lakeshore Entertainment,US,0
en,16,Rob Schneider,7,Mike Mitchell,Comedy,Happy Madison Productions,US,0
en,27,Nicolas Cage,53,Vic Armstrong,Thriller,Stoney Lake Entertainment,US,1
en,10,Claire Danes,7,Thomas Bezucha,Comedy,Fox 2000 Pictures,US,0
en,20,Ice Cube,3,Kevin Rodney Sullivan,Comedy,Metro-Goldwyn-Mayer (MGM),US,0
en,19,Billy Bob Thornton,11,Terry Zwigoff,Drama,Columbia Pictures,DE,0
en,27,Mike Myers,22,Jay Roach,Science Fiction,New Line Cinema,DE,1
en,38,John Corbett,18,Kirk Jones,Romance,Universal Pictures,CA,1
en,19,Zachary Gordon,4,David Bowers,Family,Fox 2000 Pictures,US,0
en,11,Arnold Schwarzenegger,66,John McTiernan,Science Fiction,Twentieth Century Fox Film Corporation,US,0
en,60,F. Murray Abraham,28,Miloš Forman,Drama,Warner Bros.,US,2
en,23,Brittany Snow,34,Nelson McCormick,Crime,Alliance Films,US,0
en,38,Lindsay Lohan,43,Mark Waters,Comedy,Paramount Pictures,US,1
en,18,Diane Lane,20,Audrey Wells,Comedy,Timnick Films,IT,0
en,30,Helen Mirren,21,Robert Altman,Drama,USA Films,DE,1
en,17,Kathleen Turner,8,Francis Ford Coppola,Comedy,American Zoetrope,US,0
en,50,Michael Keaton,77,Alejandro González Iñárritu,Drama,Worldview Entertainment,US,2
en,16,Cate Blanchett,13,Woody Allen,Comedy,Perdido Productions,US,0
en,24,J.J. Johnson,58,Paul Greengrass,Drama,Universal Pictures,FR,0
en,21,Jessica Alba,17,Bille Woodruff,Romance,Universal Pictures,US,0
en,38,Leslie Nielsen,13,Rick Friedberg,Action,Hollywood Pictures,US,1
en,15,Adrienne Barbeau,33,John Carpenter,Horror,AVCO Embassy Pictures,US,0
en,16,AnnaSophia Robb,3,Sean McNamara,Action,Mandalay Pictures,US,0
en,20,Alan Arkin,21,Mike Nichols,War,Paramount Pictures,US,0
en,24,Seth Rogen,4,Jody Hill,Comedy,Legendary Pictures,US,0
en,11,Arnold Schwarzenegger,64,Richard Fleischer,Adventure,De Laurentiis Entertainment Group,US,0
en,47,Robert De Niro,50,Martin Scorsese,Drama,United Artists,US,1
en,16,Aaron Eckhart,17,Brandon Camp,Drama,Universal Pictures,CA,0
en,7,Nicholas Rowe,11,Barry Levinson,Action,Paramount Pictures,US,0
en,8,Kay Panabaker,16,Kevin Tancharoen,Music,United Artists,US,0
en,29,James Franco,68,Danny Boyle,Adventure,Fox Searchlight Pictures,GB,1
en,21,Woody Allen,17,Woody Allen,Action,DreamWorks SKG,US,0
en,5,Amanda Schull,4,Nicholas Hytner,Drama,Columbia Pictures,US,0
en,15,Steve Martin,3,Jessie Nelson,Comedy,Imagine Entertainment,US,0
en,34,Kristen Stewart,21,Bart Freundlich,Family,Fox 2000 Pictures,US,1
en,9,Kevin Kline,7,Irwin Winkler,Drama,New Line Cinema,US,0
en,19,Michael Fassbender,64,Danny Boyle,Drama,Universal Pictures,US,0
en,17,Hayden Panettiere,13,Chris Columbus,Comedy,Ingenious Film Partners,CA,0
en,16,Michael Cera,6,Miguel Arteta,Drama,Dimension Films,US,0
en,14,Christopher Lloyd,3,William A. Fraker,Action,ITC Entertainment,US,0
en,14,Pierce Brosnan,35,John Boorman,Drama,Columbia Pictures,IE,0
en,17,John Travolta,8,Brian De Palma,Drama,Cinema 77,US,0
en,12,Ethan Hawke,15,Courtney Solomon,Action,Dark Castle Entertainment,BG,0
en,16,Kevin Kline,16,Ang Lee,Drama,Fox Searchlight Pictures,FR,0
en,33,Michael Douglas,16,Rob Reiner,Comedy,Castle Rock Entertainment,US,1
en,12,Shelley Long,26,Jeff Kanew,Adventure,Columbia Pictures,US,0
en,18,Michael Gambon,1,István Szabó,Comedy,Serendipity Point Films,,0
en,10,Mickey Rourke,16,Adrian Lyne,Drama,Metro-Goldwyn-Mayer (MGM),US,0
en,15,Peter MacNicol,17,Matthew Robbins,Fantasy,Paramount Pictures,GB,0
en,10,James McAvoy,1,Michael Hoffman,Drama,Zephyr Films,GB,0
en,68,Johnny Depp,52,Tim Burton,Comedy,Touchstone Pictures,US,2
en,19,Josh Brolin,46,Jason Reitman,Drama,Mr. Mudd Production,US,0
ru,27,Tadanobu Asano,47,Sergei Bodrov,History,Kinokompaniya CTB,RU,1
en,17,Mark Strong,17,Guy Ritchie,Action,StudioCanal,GB,0
en,13,Barry Bostwick,16,Hal Needham,Adventure,Golden Harvest Company,HK,0
en,29,Kenneth Branagh,13,Kenneth Branagh,Drama,Castle Rock Entertainment,GB,1
en,13,Chi Cao,1,Bruce Beresford,Drama,Great Scott Productions Pty. Ltd.,AU,0
