language,cast_num,cast_0,crew_num,director,genre_0,company_0,country
en,11,Denzel Washington,8,Brett Leonard,Action,Paramount Pictures,US
en,12,Uma Thurman,15,Ivan Reitman,Fantasy,Regency Enterprises,US
en,31,Eric Bana,76,Scott Derrickson,Thriller,Jerry Bruckheimer Films,US
en,13,Ioan Gruffudd,14,Alister Grierson,Action,Universal Pictures,US
en,20,Brittany Murphy,25,Nick Hurran,Comedy,Revolution Studios,US
en,28,Jason Segel,13,Nicholas Stoller,Comedy,Universal Pictures,US
en,11,Bernie Mac,23,Charles Stone III,Comedy,Touchstone Pictures,US
en,42,Russell Crowe,18,Paul Haggis,Romance,Lionsgate,US
en,21,Milla Jovovich,76,Kurt Wimmer,Science Fiction,Screen Gems,US
en,24,Ethan Hawke,104,Jean-François Richet,Thriller,Rogue Pictures,US
en,13,Chow Yun-fat,10,Antoine Fuqua,Action,Columbia Pictures Corporation,US
en,15,Laurence Fishburne,2,Kevin Hooks,Action,Metro-Goldwyn-Mayer (MGM),US
en,23,David Arquette,108,Ellory Elkayem,Action,Village Roadshow Pictures,AU
en,21,Jake Gyllenhaal,4,Edward Zwick,Drama,Bedford Falls Productions,US
en,15,Al Pacino,18,Jon Avnet,Crime,TriStar Pictures,US
en,17,Charlize Theron,12,Niki Caro,Drama,Warner Bros.,US
en,10,Bruce Willis,93,Howard Deutch,Comedy,Cheyenne Enterprises,US
en,8,Adrien Brody,68,Vincenzo Natali,Horror,Gaumont,CA
en,10,Lea Thompson,11,Willard Huyck,Comedy,Lucasfilm,US
en,18,Edward Norton,19,Gavin O'Connor,Thriller,New Line Cinema,US
en,15,Cole Hauser,69,Bruce Hunt,Action,Lakeshore Entertainment,DE
en,22,Luke Wilson,12,Rob Reiner,Comedy,Epsilon Motion Pictures,US
en,12,Josh Hartnett,75,Paul McGuigan,Drama,Lakeshore Entertainment,US
en,16,Anton Yelchin,10,Craig Gillespie,Horror,Touchstone Pictures,GB
en,15,Colin Farrell,18,Terrence Malick,Drama,New Line Cinema,US
en,15,Freddie Prinze Jr.,22,Christopher Roberts,Action,"Carousel Picture Company, The",LU
en,12,Annette Bening,18,Neil Jordan,Drama,DreamWorks SKG,US
en,15,Chow Yun-fat,6,James Wong,Action,Ingenious Film Partners,US
en,18,Arnold Schwarzenegger,11,Kim Jee-woon,Action,Di Bonaventura Pictures,US
en,8,Greg Kinnear,24,Nick Hamm,Drama,Lions Gate Films,CA
en,11,Mandy Moore,26,Andy Cadiff,Comedy,Alcon Entertainment,GB
en,15,Hayden Panettiere,8,Mike Disa,Comedy,HW Two,US
en,15,Robert Redford,34,Lasse Hallström,Drama,Miramax Films,US
en,24,Christopher Plummer,8,Terry Gilliam,Adventure,Infinity Features Entertainment,CA
en,10,Paul Giamatti,24,Richard J. Lewis,Comedy,Serendipity Point Films,CA
en,19,Ben Affleck,14,Brad Furman,Crime,Double Feature Films,US
en,20,Ryan Phillippe,21,Peter Howitt,Action,Industry Entertainment,CA
en,17,Matthew Broderick,44,Edward Zwick,War,TriStar Pictures,US
en,38,Robert De Niro,30,Sergio Leone,Drama,Warner Bros.,US
en,36,Colin Farrell,15,Niels Arden Oplev,Thriller,Original Film,US
en,15,Al Pacino,15,Michael Radford,Drama,Movision,GB
en,15,Nick Nolte,30,Neil Jordan,Crime,Fox Searchlight Pictures,CA
en,13,Steve Howey,9,Steve Boyum,Action,Tag Entertainment,US
en,25,Ewan McGregor,12,Chris Noonan,Drama,BBC Films,GB
zh,6,Cecilia Cheung,11,Chen Kaige,Fantasy,,CN
en,18,Jaime Pressly,8,Corey Yuen Kwai,Adventure,Impact Pictures,DE
en,20,Brad Pitt,15,Andrew Dominik,Action,Plan B Entertainment,CA
zh,22,Jackie Chan,6,Jackie Chan,Adventure,Variance Films,CN
fr,33,Maxime Godart,9,Laurent Tirard,Comedy,Fidélité Productions,BE
en,25,Jason Statham,53,Simon West,Thriller,Current Entertainment,US
en,33,Gerard Butler,35,Marc Forster,Action,Mpower Pictures,US
de,7,Christoph Maria Herbst,14,Reinhard Klooss,Animation,Constantin Film Produktion,DE
en,5,Joseph Fiennes,17,Bille August,History,Film Afrika,BE
en,9,Tim Roth,3,Frédéric Auburtin,Drama,Thelma Films,FR
en,26,Nicole Kidman,45,Olivier Dahan,Romance,Gaumont,BE
ru,15,Maksim Chukharyov,4,Maksim Fadeev,Fantasy,Art Pictures Studio,RU
en,7,John Malkovich,6,Liliana Cavani,Crime,Mr. Mudd Production,GB
en,34,Seth Rogen,46,Conrad Vernon,Adventure,Columbia Pictures,CA
en,122,Anna Kendrick,32,Elizabeth Banks,Comedy,Universal Pictures,US
en,45,Joaquin Phoenix,65,James Mangold,Drama,Tree Line Films,DE
en,12,Ben Stiller,19,Edward Norton,Comedy,Spyglass Entertainment,US
en,15,John Goodman,20,Peter Hewitt,Adventure,Working Title Films,GB
en,25,Michael Sheen,47,Ron Howard,Drama,Imagine Entertainment,US
en,26,Sam Rockwell,16,George Clooney,Comedy,Miramax Films,US
en,7,Matthew Perry,10,Reginald Hudlin,Comedy,Paramount Pictures,DE
en,12,Melissa McCarthy,15,Ben Falcone,Comedy,Universal Pictures,US
en,30,Denzel Washington,9,Richard Attenborough,Drama,Universal Pictures,GB
en,16,Loren Dean,12,Lawrence Kasdan,Comedy,Touchstone Pictures,US
en,14,Brad Dourif,9,Don Mancini,Drama,Rogue Pictures,RO
en,22,Adrien Brody,20,John Maybury,Drama,Section Eight,DE
en,24,Scott Weinger,100,Ron Clements,Animation,Walt Disney Pictures,US
en,60,O'Shea Jackson Jr.,30,F. Gary Gray,Drama,New Line Cinema,US
en,69,Harrison Ford,27,Steven Spielberg,Adventure,Lucasfilm,US
en,13,Whoopi Goldberg,8,Norton Virgien,Animation,Nickelodeon Movies,US
en,11,Morgan Freeman,27,Lee Tamahori,Crime,Paramount Pictures,CA
en,20,Meryl Streep,57,Stephen Frears,Comedy,BBC Films,GB
en,11,Antonio Banderas,50,Robert Rodriguez,Action,Columbia Pictures Corporation,US
en,47,Bruce Willis,75,John McTiernan,Action,Twentieth Century Fox Film Corporation,US
en,29,Seann William Scott,62,David Wain,Comedy,Universal Pictures,US
en,103,Christian Bale,75,Adam McKay,Comedy,Paramount Pictures,US
en,25,Demetri Martin,33,Ang Lee,Music,Focus Features,US
en,10,Kurt Russell,2,Gavin O'Connor,Drama,Walt Disney,US
en,20,Sarah Polley,120,Zack Snyder,Fantasy,New Amsterdam Entertainment,US
en,17,Jennifer Lopez,17,Adam Shankman,Comedy,Columbia Pictures Corporation,US
ja,10,Shun Oguri,5,Shinji Aramaki,Animation,Toei Animation Company,JP
en,14,Gene Hackman,35,Wes Anderson,Comedy,Touchstone Pictures,US
en,22,John Cusack,28,James Mangold,Mystery,Konrad Pictures,US
en,17,Robert De Niro,10,Jon Turteltaub,Comedy,Laurence Mark Productions,US
en,40,Roger Moore,17,John Glen,Adventure,United Artists,GB
en,19,John Cusack,27,Peter Chelsom,Comedy,Miramax Films,US
en,15,Jean-Claude Van Damme,15,Peter Hyams,Thriller,Universal Pictures,JP
en,104,Ben Stiller,95,Ben Stiller,Comedy,Paramount Pictures,DE
en,21,Julianne Hough,15,Lasse Hallström,Romance,Temple Hill Productions,US
en,32,Bette Midler,13,Kenny Ortega,Comedy,Walt Disney Pictures,US
en,17,Catherine Zeta-Jones,11,Scott Hicks,Comedy,Village Roadshow Pictures,AU
en,26,Aaron Taylor-Johnson,42,Matthew Vaughn,Action,Lionsgate,GB
en,15,Jesse Eisenberg,2,Ruben Fleischer,Action,Columbia Pictures,US
en,13,Gerard Butler,29,Patrick Lussier,Thriller,Neo Art & Logic,US
en,35,Steve Carell,63,Miguel Arteta,Family,Walt Disney Pictures,US
en,19,Keira Knightley,20,Joe Wright,Drama,Universal Pictures,FR
en,19,Harrison Ford,37,Ridley Scott,Science Fiction,Shaw Brothers,US
en,24,Liam Neeson,9,Michael Caton-Jones,Adventure,United Artists,GB
en,16,Kevin Costner,48,McG,Action,Wonderland Sound and Vision,FR
en,92,Joaquin Phoenix,31,James Gray,Drama,Columbia Pictures,US
en,21,Winona Ryder,5,Janusz Kamiński,Horror,New Line Cinema,US
fr,2,Philippe Labro,6,Jacques Perrin,Documentary,Bac Films,CH
en,22,Lindsay Lohan,22,Donald Petrie,Comedy,Regency Enterprises,US
en,27,Russell Crowe,3,Jay Roach,Drama,Hollywood Pictures,CA
en,16,Amber Valletta,3,Brian Levant,Action,Robert Simonds Productions,US
en,9,Martin Short,2,Michael Ritchie,Adventure,Universal Pictures,US
en,21,Natasha Henstridge,24,John Carpenter,Action,Screen Gems,US
en,14,Sandra Bullock,16,David Gordon Green,Comedy,Participant Media,US
en,22,Lily James,13,Burr Steers,Romance,Lionsgate,US
en,5,Tenzin Thuthob Tsarong,19,Martin Scorsese,Drama,Touchstone Pictures,US
en,27,Kelan Pannell,34,Robert B. Weide,Comedy,UK Film Council,GB
en,22,Aaron Taylor-Johnson,18,Jeff Wadlow,Action,Universal Pictures,US
es,16,Viggo Mortensen,11,Agustín Díaz Yanes,Action,Twentieth Century Fox Film Corporation,ES
en,12,Paul Walker,39,Camille Delamarre,Action,Canal+,CA
en,83,Roger Moore,18,John Glen,Adventure,Eon Productions,GB
en,37,Seth Rogen,17,Judd Apatow,Comedy,Universal Pictures,US
en,16,Cameron Diaz,22,Nick Cassavetes,Drama,Mark Johnson Productions,US
en,12,Martin Lawrence,2,Malcolm D. Lee,Comedy,Universal Pictures,US
en,7,Judy Davis,2,David Lean,Drama,Columbia Pictures,GB
en,23,Judi Dench,15,Richard Eyre,Drama,Fox Searchlight Pictures,GB
en,15,Omar Metwally,36,Gavin Hood,Drama,Anonymous Content,US
en,24,William Shatner,14,Nicholas Meyer,Science Fiction,Paramount Pictures,US
en,14,Sandra Bullock,21,Callie Khouri,Comedy,All Girl Productions,US
en,18,Morgan Freeman,15,Gary Fleder,Drama,Paramount Pictures,US
en,54,Dan Aykroyd,21,John Landis,Music,Universal Pictures,US
en,25,Alexis Bledel,3,Sanaa Hamri,Adventure,,US
en,11,Queen Latifah,46,Todd Graff,Comedy,Alcon Entertainment,US
en,33,Hugh Grant,17,Chris Weitz,Drama,Universal Pictures,GB
en,17,Bill Pullman,38,Steve Miner,Horror,Fox 2000 Pictures,US
en,17,Josh Hartnett,16,Paul McGuigan,Drama,The Weinstein Company,DE
en,33,Fred Ward,23,Philip Kaufman,Drama,Warner Bros.,US
en,78,Jamie Campbell Bower,2,Roland Emmerich,Drama,Columbia Pictures,GB
en,17,Barret Oliver,24,Wolfgang Petersen,Drama,Producers Sales Organization,DE
en,18,Rufus Sewell,65,Alex Proyas,Mystery,New Line Cinema,AU
en,13,Keira Knightley,53,Saul Dibb,Drama,BIM Distribuzione,GB
en,13,Fairuza Balk,61,Walter Murch,Adventure,Silver Screen Partners II,GB
en,16,Matthew McConaughey,4,Richard Linklater,Crime,Twentieth Century Fox Film Corporation,US
en,38,Renée Zellweger,63,Christian Alvart,Horror,Paramount Vantage,CA
en,6,Carrie-Anne Moss,13,E. Elias Merhige,Crime,Paramount Pictures,DE
en,10,John Cusack,11,Menno Meyjes,Drama,New Line Cinema,US
en,11,Jessica Alba,21,Robert Rodriguez,Family,Dimension Films,US
en,53,George Clooney,9,Jodie Foster,Thriller,TriStar Pictures,US
en,26,Samuel L. Jackson,21,Ronny Yu,Thriller,Film Council,CA
en,5,Robert De Niro,18,Joel Schumacher,Comedy,Metro-Goldwyn-Mayer (MGM),US
en,14,LL Cool J,135,Renny Harlin,Mystery,Avenue Pictures Productions,FI
en,16,Bruce Willis,14,Barry Levinson,Comedy,2929 Productions,US
en,11,Michael Caine,24,Norman Jewison,Drama,Sony Pictures Classics,FR
en,10,Joseph Kaiser,10,Kenneth Branagh,Comedy,Walt deFaria,GB
en,122,Kevin James,30,Steve Carr,Action,Columbia Pictures,US
en,34,Jamie Lee Curtis,29,Mark Waters,Comedy,Walt Disney Pictures,US
en,67,Steve Carell,7,Judd Apatow,Comedy,Universal Pictures,US
en,15,Joseph Fiennes,17,John Madden,Romance,Miramax Films,US
en,48,Liam Neeson,58,Scott Frank,Crime,Double Feature Films,US
en,85,Arnold Schwarzenegger,35,Ivan Reitman,Comedy,Imagine Entertainment,US
en,38,Seth Rogen,32,David Gordon Green,Action,Columbia Pictures,US
en,25,Drew Barrymore,46,Andy Tennant,Drama,Twentieth Century Fox Film Corporation,US
en,15,Kevin Costner,16,Kevin Costner,Western,Tig Productions,US
en,19,Kiefer Sutherland,24,Joel Schumacher,Drama,Columbia Pictures Corporation,US
en,33,Dirk Bogarde,12,Richard Attenborough,Drama,United Artists,GB
en,24,Rachel McAdams,35,Wes Craven,Horror,DreamWorks SKG,US
en,15,Ali Larter,88,David R. Ellis,Horror,New Line Cinema,US
en,23,George Clooney,33,Joel Coen,Action,Universal Pictures,FR
en,15,Paul Bettany,22,Scott Stewart,Horror,Bold Films,US
en,25,Mark Wahlberg,18,Michael Bay,Thriller,Paramount Pictures,US
en,15,Topher Grace,13,Paul Weitz,Comedy,Depth of Field,US
en,12,Jesse Bradford,62,Jonathan Frakes,Adventure,Paramount Pictures,US
en,39,Kevin Kline,9,Lawrence Kasdan,Action,Columbia Pictures,US
en,24,Tobey Maguire,65,Jim Sheridan,Drama,Lionsgate,US
en,16,Frankie Muniz,2,Kevin Allen,Comedy,Splendid Pictures,US
en,35,Robert De Niro,3,Garry Marshall,Comedy,New Line Cinema,US
en,10,Angelina Jolie,11,Michael Cristofer,Drama,Metro-Goldwyn-Mayer (MGM),FR
en,11,John Cusack,20,James McTeigue,Crime,Relativity Media,HU
en,10,Ray Romano,12,Donald Petrie,Comedy,Twentieth Century Fox Film Corporation,DE
en,8,Christopher Lambert,5,Andrew Morahan,Action,Trans-Film,CA
en,8,Jack Nicholson,48,Bob Rafelson,Crime,Fox Searchlight Pictures,GB
en,9,Sigourney Weaver,48,Michael Cohn,Fantasy,Interscope Communications,US
en,47,Dan Aykroyd,11,Woody Allen,Comedy,DreamWorks SKG,DE
en,17,Jake Gyllenhaal,6,David O. Russell,Romance,K. JAM Media,US
en,7,Elijah Wood,2,Alan Shapiro,Adventure,Universal Pictures,US
en,43,Ryan Reynolds,49,Tarsem Singh,Science Fiction,Endgame Entertainment,US
en,20,Ralph Fiennes,72,Fernando Meirelles,Drama,Studio Babelsberg,CN
en,24,Jim Caviezel,119,Mel Gibson,Drama,Icon Productions,US
en,24,Robin Williams,21,Chris Columbus,Comedy,Twentieth Century Fox Film Corporation,US
en,39,Dustin Hoffman,58,Barry Levinson,Drama,United Artists,US
en,51,Clint Eastwood,74,Clint Eastwood,Drama,Village Roadshow Pictures,US
en,18,Josh Brolin,3,Oliver Stone,Drama,Ixtlan Productions,US
en,35,Liam Neeson,30,Pierre Morel,Action,Twentieth Century Fox Film Corporation,FR
en,34,Michelle Monaghan,5,Michael Hoffman,Drama,Relativity Media,US
en,26,Whitney Houston,56,Mick Jackson,Thriller,Tig Productions,US
en,29,Liam Neeson,36,Steven Spielberg,Drama,Universal Pictures,US
en,34,Emma Stone,60,Tate Taylor,Drama,DreamWorks SKG,IN
en,26,Benedict Cumberbatch,8,Bill Condon,Drama,DreamWorks SKG,BE
en,12,Freddie Prinze Jr.,135,Raja Gosnell,Mystery,Mosaic Media Group,US
ru,22,Jason Flemyng,8,Oleg Stepchenko,Thriller,Universal Pictures,CZ
en,43,Robert Englund,154,Ronny Yu,Horror,New Line Cinema,CA
en,16,Kate Beckinsale,16,Michael Winterbottom,Thriller,Revolution Films,IT
en,23,Debi Derryberry,18,John A. Davis,Action,Nickelodeon Movies,US
en,57,Lizzy Caplan,84,Matt Reeves,Action,Paramount Pictures,US
en,66,Paige Turco,14,Michael Pressman,Science Fiction,New Line Cinema,HK
en,56,Kevin Costner,31,Brian De Palma,Crime,Paramount Pictures,US
en,17,Tommy Lee Jones,41,Joel Coen,Crime,Miramax Films,US
en,45,Ice Cube,19,Tim Story,Action,Universal Pictures,US
en,23,Renée Zellweger,96,Sharon Maguire,Comedy,Miramax Films,FR
en,22,Juliette Binoche,38,Lasse Hallström,Comedy,Miramax Films,GB
en,31,Reese Witherspoon,8,Charles Herman-Wurmfeld,Comedy,Type A Films,US
en,18,Billy Crystal,10,Andy Fickman,Comedy,Twentieth Century Fox Film Corporation,US
en,31,Natalie Portman,80,Ivan Reitman,Comedy,Katalyst Films,US
en,42,Kurt Russell,57,George P. Cosmatos,Action,Hollywood Pictures,US
en,15,Jet Li,7,Andrzej Bartkowiak,Action,Silver Pictures,US
en,32,Gregory Peck,32,Richard Donner,Horror,Twentieth Century Fox Film Corporation,GB
en,18,Mary Elizabeth Winstead,89,James Wong,Horror,New Line Cinema,CA
en,11,Zac Efron,4,Scott Hicks,Drama,Village Roadshow Pictures,US
en,19,Josh Hutcherson,12,Gábor Csupó,Adventure,Walden Media,US
en,19,Johnny Depp,13,Marc Forster,Drama,Miramax Films,GB
en,15,Tyler Perry,5,Tyler Perry,Comedy,Lions Gate,US
en,16,Liam Neeson,56,Joe Carnahan,Action,Scott Free Productions,CA
en,10,Robert De Niro,34,John Polson,Horror,Twentieth Century Fox Film Corporation,US
en,20,Will Ferrell,8,Adam McKay,Comedy,Apatow Productions,US
en,137,Robert De Niro,67,Martin Scorsese,Drama,Winkler Films,US
en,21,Frankie Muniz,50,Harald Zwart,Action,Splendid Pictures,CA
en,14,Emma Thompson,12,Kirk Jones,Fantasy,Universal Pictures,FR
en,63,Al Pacino,42,Brian De Palma,Action,Universal Pictures,US
en,9,Tim Robbins,9,Steve Oedekerk,Action,Touchstone Pictures,US
en,28,John Lone,35,Bernardo Bertolucci,Drama,Columbia Pictures,FR
en,15,Mark Wahlberg,17,Baltasar Kormákur,Thriller,Universal Pictures,US
en,5,Chris Tucker,8,Brett Ratner,Action,New Line Cinema,US
en,24,Daniel Day-Lewis,37,Paul Thomas Anderson,Drama,Miramax Films,US
en,18,Lacey Chabert,18,Cathy Malkasian,Animation,Paramount Pictures,US
en,15,E.G. Daily,21,Norton Virgien,Animation,Nickelodeon Movies,US
en,11,Eddie Griffin,13,Malcolm D. Lee,Action,Universal Pictures,US
en,34,Amber Tamblyn,15,Ken Kwapis,Drama,DiNovi Pictures,US
en,16,Jet Li,17,Chris Nahon,Action,Twentieth Century Fox Film Corporation,FR
en,22,Anna Faris,33,Fred Wolf,Romance,Columbia Pictures,US
en,14,Queen Latifah,6,Bille Woodruff,Comedy,Metro-Goldwyn-Mayer (MGM),US
en,14,Jon Hamm,2,Craig Gillespie,Drama,Walt Disney Pictures,US
en,23,Jeff Bridges,18,Phillip Noyce,Drama,The Weinstein Company,US
en,18,Amanda Bynes,12,Dennie Gordon,Comedy,DiNovi Pictures,US
en,16,Ray Wise,106,Victor Salva,Horror,United Artists,US
en,25,Dane Cook,24,Mark Helfrich,Comedy,Lionsgate,CA
en,9,Jet Li,9,Andrzej Bartkowiak,Action,Silver Pictures,US
en,19,Nicole Kidman,18,Stephen Daldry,Drama,Paramount Pictures,US
en,15,Amanda Bynes,9,Andy Fickman,Comedy,DreamWorks SKG,US
en,8,Rowan Atkinson,21,Steve Bendelack,Family,Tiger Aspect Productions,GB
en,12,Johnny Messner,78,Dwight H. Little,Adventure,Screen Gems,US
en,16,Clive Owen,56,Guillaume Canet,Thriller,Wild Bunch,FR
en,59,Freddie Highmore,31,Kirsten Sheridan,Drama,Warner Bros.,US
en,18,Cate Blanchett,48,Shekhar Kapur,Drama,Channel Four Films,US
en,19,Ed Gale,17,Ronny Yu,Horror,Universal Pictures,CA
en,30,Martin Balsam,28,Richard Fleischer,History,Twentieth Century Fox Film Corporation,JP
en,37,Victoria Beckham,11,Bob Spiers,Adventure,Columbia Pictures Corporation,GB
en,31,Sam Rockwell,38,David Gordon Green,Comedy,Twentieth Century Fox Film Corporation,US
en,10,Shoshana Bush,41,Damien Dante Wayans,Action,Paramount Pictures,US
en,42,Tim Robbins,90,Frank Darabont,Drama,Castle Rock Entertainment,US
en,19,Paul Hogan,14,Simon Wincer,Adventure,Bungalow Productions,AU
en,33,Woody Harrelson,31,Bobby Farrelly,Comedy,Motion Picture Corporation of America,US
en,22,Mark Wahlberg,21,Rupert Wyatt,Thriller,Paramount Pictures,US
en,20,Meryl Streep,14,John Wells,Comedy,Jean Doumanian Productions,US
en,15,Michelle Trachtenberg,3,Tim Fywell,Drama,Walt Disney Pictures,US
en,14,Ashton Kutcher,33,Nigel Cole,Comedy,Mile High Productions,US
en,27,Taron Egerton,9,Dexter Fletcher,Comedy,Studio Babelsberg,DE
en,29,Denzel Washington,14,Spike Lee,Drama,40 Acres & A Mule Filmworks,US
en,13,Johnny Depp,12,Jeremy Leven,Romance,New Line Cinema,US
en,9,Amanda Seyfried,25,Lasse Hallström,Drama,Screen Gems,US
en,16,Jeffrey Dean Morgan,6,Sylvain White,Action,DC Comics,US
en,9,Katie Holmes,69,Troy Nixey,Fantasy,Miramax Films,US
en,21,Jet Li,22,Philip G. Atwell,Action,Mosaic Media Group,US
en,25,Adam Sandler,15,Paul Thomas Anderson,Comedy,Columbia Pictures,US
en,22,Scott Mechlowicz,121,Jeff Schaffer,Comedy,DreamWorks SKG,US
en,16,Steven Seagal,20,Don Michael Paul,Crime,Franchise Pictures,DE
en,18,Lewis Black,3,Paul Feig,Comedy,,
en,24,Michael J. Fox,18,James Bridges,Drama,United Artists,JP
en,9,Martin Landau,4,Steve Barron,Animation,New Line Cinema,CZ
en,6,Shia LaBeouf,6,Bill Paxton,Drama,Walt Disney Pictures,US
en,16,Cameron Diaz,13,Richard Kelly,Thriller,Media Rights Capital,US
en,5,Shawn Ashmore,18,Carter Smith,Drama,Spyglass Entertainment,US
en,11,Madonna,12,John Schlesinger,Comedy,Paramount Pictures,US
en,14,Max Thieriot,10,Wes Craven,Drama,Relativity Media,US
en,23,Emile Hirsch,102,Luke Greenfield,Comedy,Regency Enterprises,US
en,38,Jean-Claude Van Damme,23,Ringo Lam,Action,Columbia Pictures,US
en,10,Jason Lee,10,Bruce McCulloch,Action,Columbia Pictures,US
en,40,Tom Hardy,49,Brian Helgeland,Crime,Working Title Films,GB
en,20,Andy Samberg,21,Akiva Schaffer,Action,Paramount Pictures,US
en,12,Sara Paxton,5,David R. Ellis,Horror,Incentive Filmed Entertainment,US
en,27,Emily Watson,7,Alan Parker,Drama,Paramount Pictures,IE
en,19,Kevin Costner,29,Ivan Reitman,Drama,Summit Entertainment,US
en,15,Steve Railsback,16,Tobe Hooper,Fantasy,TriStar Pictures,GB
en,18,Evan Rachel Wood,75,Robert Redford,Crime,Wildwood Enterprises,US
en,20,Emile Hirsch,9,Catherine Hardwicke,Drama,Columbia Pictures,DE
en,26,Antonio Banderas,26,Patricia Riggen,Drama,Alcon Entertainment,US
en,46,Kurt Russell,18,John Carpenter,Action,Twentieth Century Fox Film Corporation,US
fr,11,Diane Kruger,13,Pascal Chaumeil,Comedy,TF1 Films Production,FR
en,28,Tom Hardy,48,Gavin O'Connor,Action,Solaris Film,US
en,22,Liam Neeson,15,Neil Jordan,Drama,Geffen Pictures,IE
en,22,Jeff Daniels,5,Ronald F. Maxwell,War,TriStar Television,US
en,89,Ryan Phillippe,19,Kimberly Peirce,Drama,Paramount Pictures,US
en,14,Katie Holmes,3,Stephen Gaghan,Drama,Paramount Pictures,AU
en,14,Claire Danes,4,Jonathan Kaplan,Drama,Twentieth Century Fox Film Corporation,US
en,14,Jeffrey Dean Morgan,77,Ole Bornedal,Horror,Ghost House Pictures,US
en,12,Shirley MacLaine,12,Richard Benjamin,Comedy,TriStar Pictures,US
en,20,James Marsden,6,Rod Lurie,Drama,Battleplan Productions,US
en,27,Richard Gere,34,Lasse Hallström,Comedy,Miramax Films,US
en,16,Brian Bosworth,35,Craig R. Baxley,Action,Stone Group Pictures,US
en,15,Viggo Mortensen,14,John Hillcoat,Adventure,2929 Productions,US
en,8,Tanya Roberts,5,John Guillermin,Action,Columbia Pictures Corporation,
en,7,Nick Cannon,4,Marcos Siega,Action,Miramax Films,US
en,17,Chris Klein,11,J.B. Rogers,Comedy,Twentieth Century Fox Film Corporation,US
en,22,Anthony Hopkins,26,Roger Donaldson,Drama,New Zealand Film Commission,NZ
en,76,Lori Petty,10,Rachel Talalay,Action,Trilogy Entertainment Group,US
en,7,Anthony Anderson,1,Jeffrey W. Byrd,Comedy,,CA
en,17,Julianne Moore,31,Fernando Meirelles,Drama,Rhombus Media,BR
en,11,Kristanna Loken,2,Uwe Boll,Action,Boll KG,US
en,6,Kate Winslet,17,Roman Polanski,Comedy,Wild Bunch,ES
en,16,Kevin Bacon,25,Atom Egoyan,Drama,Serendipity Point Films,US
en,7,Erica Linz,11,Andrew Adamson,Fantasy,Reel FX Creative Studios,US
en,12,Billy Crudup,4,Robert Towne,Drama,Cruise/Wagner Productions,US
en,14,Zac Efron,25,Richard Linklater,Comedy,Isle of Man Film,US
en,16,Geoffrey Rush,6,Giuseppe Tornatore,Drama,Paco Cinematografica,IT
en,58,Nicolas Cage,56,Werner Herzog,Drama,Saturn Films,US
en,10,Yuri Lowenthal,8,Ben Stassen,Animation,Motion Investment Group,FR
fr,27,François Cluzet,21,Guillaume Canet,Comedy,M6 Films,FR
en,12,Helen Mirren,3,Taylor Hackford,Drama,Capitol Films,US
fr,5,Jérôme Deschamps,4,Jérôme Deschamps,Family,Herold and Family,FR
ru,10,Anna Bolshova,4,Inna Evlannikova,Family,CN Film,US
en,30,Michael Fassbender,17,Ridley Scott,Thriller,Ingenious Media,GB
en,41,James Purefoy,40,Jonathan English,Romance,Rising Star,GB
en,21,Rod Steiger,15,Sergey Bondarchuk,History,Paramount Pictures,IT
cn,10,Donnie Yen,8,Teddy Chan,Crime,Emperor Motion Pictures,HK
en,13,Cam Gigandet,17,Mario Van Peebles,Action,Aldamisa Entertainment,RU
en,14,Glenn Close,12,Stephen Frears,Drama,Lorimar Film Entertainment,GB
en,17,Garrett Hedlund,11,Walter Salles,Adventure,American Zoetrope,BR
en,15,William Shatner,17,Leonard Nimoy,Science Fiction,Paramount Pictures,US
en,16,Sylvester Stallone,23,Sylvester Stallone,Drama,Columbia Pictures,US
en,75,David Arquette,26,Wes Craven,Horror,Miramax Films,US
en,15,Natalie Portman,16,Gavin O'Connor,Action,Handsomecharlie Films,US
en,23,Adam Brody,18,Tim Story,Comedy,Will Packer Productions,US
en,10,Bruce Willis,88,Jonathan Lynn,Comedy,Franchise Pictures,CA
en,13,Kevin Bacon,14,Herbert Ross,Drama,Paramount Pictures,US
en,14,Luke Wilson,12,Todd Phillips,Comedy,DreamWorks SKG,US
en,25,Jeff Bridges,12,Terry Gilliam,Comedy,TriStar Pictures,US
en,11,Jennifer Love Hewitt,78,Danny Cannon,Horror,Columbia Pictures,US
en,15,David Duchovny,4,Bonnie Hunt,Romance,Metro-Goldwyn-Mayer (MGM),US
en,14,Seth Rogen,13,Kevin Smith,Comedy,Blue Askew,US
en,21,Renée Zellweger,6,Neil LaBute,Comedy,Gramercy Pictures,DE
en,35,George Clooney,41,Grant Heslov,Comedy,BBC Films,GB
en,7,Orlando Jones,3,George Gallo,Adventure,Touchstone Pictures,US
en,17,Winona Ryder,47,James Mangold,Drama,Columbia Pictures Corporation,DE
en,11,Josh Duhamel,3,Robert Luketic,Comedy,DreamWorks SKG,US
en,18,Steve Whitmire,9,Tim Hill,Fantasy,Columbia Pictures,US
en,10,Diana Ross,10,Sidney Lumet,Adventure,Universal Pictures,US
en,47,David Arquette,10,Brian Robbins,Action,Bel Air Entertainment,US
en,24,Antonio Banderas,3,Ron Shelton,Comedy,Touchstone Pictures,US
en,14,Sarah Jessica Parker,4,Douglas McGrath,Romance,The Weinstein Company,US
en,20,Elisabeth Shue,22,Alexandre Aja,Comedy,The Weinstein Company,US
