id,title,original_language,overview,popularity,release_date,runtime,vote_average,vote_count,cast_num,cast_0_id,cast_0_name,cast_0_gender,cast_1_id,cast_1_name,cast_1_gender,cast_2_id,cast_2_name,cast_2_gender,cast_gender_na,cast_gender_f,cast_gender_m,crew_num,director_id,director_name,genre_0_id,genre_0_name,genre_1_id,genre_1_name,genre_2_id,genre_2_name,keyword_0_id,keyword_0_name,keyword_1_id,keyword_1_name,keyword_2_id,keyword_2_name,keyword_3_id,keyword_3_name,keyword_4_id,keyword_4_name,production_companies_num,production_company_0_id,production_company_0_name,production_company_1_id,production_company_1_name,production_countries_num,production_country_code,production_country_name,spoken_languages_num,spoken_language_code,spoken_language_name
222649,Rosewater,en,"In 2009, Iranian Canadian journalist Maziar Bahari was covering Iran's volatile elections for Newsweek. One of the few reporters living in the country with access to US media, he made an appearance on The Daily Show with Jon Stewart, in a taped interview with comedian Jason Jones. The interview was intended as satire, but if the Tehran authorities got the joke they didn't like it - and it would quickly came back to haunt Bahari when he was rousted from his family home and thrown into prison. Making his directorial debut, Jon Stewart tells the tale of Bahari's months-long imprisonment and interrogation in this powerful and affecting docudrama featuring a potent and performance by Gael García Bernal recounting Bahari's efforts to maintain his hope and his sanity in the face of isolation and persecution-through memories of his family, recollections of the music he loves, and thoughts of his wife and unborn child.",5.75555,2014-11-07,103.0,6.5,98,10,258,Gael García Bernal,2,21041,Shohreh Aghdashloo,1,185805,Jason Jones,0,3,3,4,21,12219,Jon Stewart,18,Drama,,,,,378,prison,5565,biography,12193,reporter,15271,interrogation,18009,iran,3,3263,Odd Lot Entertainment,6408,International Traders,1,US,United States of America,1,en,English
115872,The Chambermaid on the Titanic,en,"Horty, a French foundry worker, wins a contest and is sent to see the sailing of the Titanic. In England, Marie, saying she is a chambermaid on the Titanic and cannot get a room, asks to share his room. They do, chastely; when he awakens, she is gone, but he sees her at the sailing and gets a photo of her. When he returns home, he suspects that his wife Zoe has been sleeping with Simeon, the foundry owner. Horty goes to the bar, where his friends get him drunk and he starts telling an erotic fantasy of what happened with him and Marie, drawing a larger audience each night.",1.031142,1997-10-10,100.0,5.3,3,4,15533,Olivier Martinez,2,37946,Aitana Sánchez-Gijón,1,40938,Romane Bohringer,1,0,2,2,5,37577,Bigas Luna,18,Drama,,,,,,,,,,,,,,,0,,,,,4,FR,France,3,hu,Magyar
101173,Coriolanus,en,"Caius Martius, aka Coriolanus, is an arrogant and fearsome general who has built a career on protecting Rome from its enemies. Pushed by his ambitious mother to seek the position of consul, Coriolanus is at odds with the masses and unpopular with certain colleagues. When a riot results in his expulsion from Rome, Coriolanus seeks out his sworn enemy, Tullus Aufidius. Together, the pair vow to destroy the great city.",7.554799000000001,2011-02-14,123.0,5.9,131,14,17276,Gerard Butler,2,5469,Ralph Fiennes,2,77498,Lubna Azabal,1,2,4,8,55,5469,Ralph Fiennes,18,Drama,53,Thriller,,,1399,senate,1402,general,5563,market,9823,rivalry,10614,tragedy,11,288,BBC Films,1260,Synchronistic Pictures,3,IT,Italy,1,en,English
25350,Imaginary Heroes,en,"Matt Travis is good-looking, popular, and his school's best competitive swimmer, so everyone is shocked when he inexplicably commits suicide. As the following year unfolds, each member of his family struggles to recover from the tragedy with mixed results.",2.85283,2004-09-14,111.0,6.3,29,9,10205,Sigourney Weaver,1,4442,Ryan Donowho,2,46593,Emile Hirsch,2,0,3,6,2,11013,Dan Harris,35,Comedy,18,Drama,,,236,suicide,12993,suicide mission,,,,,,,4,2982,Signature Pictures,8769,Art Linson Productions,3,BE,Belgium,1,en,English
10034,High Heels and Low Lifes,en,A nurse eavesdrops with a friend on a cell phone conversation that describes a bank heist. She and the friend then conspire to blackmail the robbers for $2 million.,1.769593,2001-07-16,86.0,6.4,12,20,6613,Minnie Driver,1,1980,Mary McCormack,1,2449,Kevin McNally,2,8,2,10,16,141450,Mel Smith,28,Action,80,Crime,35,Comedy,428,nurse,1936,blackmail,10508,teacher,12392,best friend,15363,bank robbery,2,2651,Fragile Films,9195,Touchstone Pictures,2,GB,United Kingdom,1,en,English
20178,World's Greatest Dad,en,"Robin Williams stars as Lance Clayton, a man who has learned to settle. He dreamed of being a rich and famous writer, but has only managed to make it as a high school poetry teacher. His only son Kyle (Daryl Sabara) is an insufferable jackass who won’t give his father the time of day. He is dating Claire (Alexie Gilmore), the school’s adorable art teacher, but she doesn’t want to get serious --",9.805551,2009-08-20,99.0,6.5,177,28,2157,Robin Williams,2,87669,Alexie Gilmore,1,57675,Daryl Sabara,2,14,5,9,2,95024,Bobcat Goldthwait,35,Comedy,10749,Romance,,,255,male nudity,496,poetry,704,adolescence,2251,lie,2483,nudity,2,1030,Magnolia Pictures,7357,Jerkschool Productions,1,US,United States of America,1,en,English
5072,Severance,en,"Members (Danny Dyer, Laura Harris, Tim McInnerny) of the Palisades Defense Corp. sales group arrive in Europe for a team-building exercise. A fallen tree blocks the route, and they must hike to their destination. However, a psychotic killer lurks in the woods, and he has a horrible fate in mind for each of the co-workers.",12.898984,2006-05-19,96.0,6.4,169,11,41042,Danny Dyer,2,25872,Laura Harris,1,10881,Toby Stephens,2,3,3,5,17,41041,Christopher Smith,27,Horror,35,Comedy,53,Thriller,2429,will to survive,15127,killer,207937,forced retirement,220085,defence company,220086,jump the shark,6,892,Qwerty Films,1854,Dan Films,3,GB,United Kingdom,3,en,English
18191,Edmond,en,"Seemingly mild-mannered businessman Edmond Burke visits a fortuneteller and hears a remark that spurs him to leave his wife abruptly and seek what is missing from his life. Encounters with strangers and unsavory people weaken the barriers encompassing his long-suppressed rage, until Edmond explodes in violence.",2.803642,2005-08-31,82.0,6.0,50,13,3905,William H. Macy,2,3266,Joe Mantegna,2,9205,Denise Richards,1,1,6,6,23,27991,Stuart Gordon,18,Drama,53,Thriller,,,242,new york,366,sex-shop,549,prostitute,572,sex,663,fortune teller,1,3521,First Independent Pictures,,,1,US,United States of America,1,en,English
31007,Welcome to the Rileys,en,"Years after their teenage daughter’s death, Lois and Doug Riley, an upstanding Indiana couple, are frozen by estranging grief. Doug escapes to New Orleans on a business trip. Compelled by urgencies he doesn’t understand, he insinuates himself into the life of an underage hooker, becoming her platonic guardian.",6.085879,2010-10-29,110.0,6.4,139,14,37917,Kristen Stewart,1,4691,James Gandolfini,2,6832,Melissa Leo,1,2,6,6,12,65317,Jake Scott,18,Drama,,,,,549,prostitute,570,rape,6593,stripper,10183,independent film,10809,teenage girl,5,769,Destination Films,1645,Scott Free Productions,1,US,United States of America,1,en,English
11546,Police Academy: Mission to Moscow,en,"The Russians need help in dealing with the Mafia and so they seek help with the veterans of the Police Academy. They head off to Moscow, in order to find evidence against Konstantin Konali, who marketed a computer game that everyone in the world is playing.",11.946898,1994-06-09,83.0,4.1,178,10,57351,George Gaynes,2,27237,G. W. Bailey,2,22252,Leslie Easterbrook,1,1,2,7,8,69801,Alan Metter,35,Comedy,80,Crime,,,282,video game,10391,mafia,40957,police academy,186450,moscow,208260,commandant,1,6194,Warner Bros.,,,1,US,United States of America,1,en,English
41894,Blood Done Sign My Name,en,A drama based on the true story in which a black Vietnam-era veteran is allegedly murdered by a local white businessman who is later exonerated. The plot focuses on the role of a local high school teacher and the civil unrest that followed the acquittal.,0.397341,2010-02-01,0.0,6.0,5,9,211484,Natalie Alyn Lind,1,12132,Michael Rooker,2,112742,Emily Alyn Lind,1,2,3,4,1,7671,Jeb Stuart,18,Drama,80,Crime,,,,,,,,,,,,,0,,,,,0,,,0,,
184374,Cinco de Mayo: La Batalla,es,"On May 5th, 1862, a few thousand Mexican soldiers put their lives on the line against the world's largest and most powerful army in one legendary battle for freedom and for Mexico.",0.072085,2013-05-03,125.0,5.8,14,11,1149132,Christian Vazquez,0,562279,Liz Gallardo,1,7353,Angélica Aragón,1,6,2,3,23,1432207,Rafa Lara,10752,War,36,History,18,Drama,163127,mexican,,,,,,,,,3,5153,Estudios Churubusco Azteca,23133,Gala Films,1,MX,Mexico,2,fr,Français
268171,Elsa & Fred,en,"Aged, embittered widower, Fred learns to enjoy life thanks to his elderly yet vibrant neighbor, Elsa. Upon learning Elsa is terminally ill, Fred takes her to the Fontana di Trevi in Rome in order to reenact her favorite scene from ‘La Dolce Vita’.",2.849895,2014-03-07,104.0,6.2,31,13,4090,Shirley MacLaine,1,290,Christopher Plummer,2,38026,Chris Noth,2,0,6,7,18,28898,Michael Radford,35,Comedy,10751,Family,10749,Romance,33476,widower,,,,,,,,,6,5621,Riverside Entertainment,10630,Rio Negro,1,US,United States of America,1,fr,Français
78149,"An Alan Smithee Film: Burn, Hollywood, Burn",en,"Filmmaker Alan Smithee finds himself the unwilling puppet of a potentially bad, big budget action film which he proceeds to steal the reels and leave the cast and crew in a frenzy.",0.666218,1998-02-20,86.0,3.0,9,14,18897,Jackie Chan,2,16483,Sylvester Stallone,2,2395,Whoopi Goldberg,1,1,4,9,4,55948,Alan Smithee,35,Comedy,,,,,214956,alan smithee,,,,,,,,,2,915,Hollywood Pictures,1504,Cinergi Pictures Entertainment,1,US,United States of America,2,en,English
24663,The Open Road,en,"Minor leaguer Carlton Garret takes an unexpected road trip to track down his estranged father, legendary baseball player Kyle Garret when Carlton’s mother becomes sick. Once reunited, Carlton struggles to deal with the series of misadventures caused by his father’s antics. Attempts at bonding come to a head as the mismatched duo make their way from Ohio back home to Houston to reunite the family.",1.388136,2009-02-07,90.0,4.8,19,8,12111,Justin Timberlake,2,1229,Jeff Bridges,2,51072,Kate Mara,1,1,2,5,1,17845,Michael Meredith,35,Comedy,18,Drama,10749,Romance,10183,independent film,,,,,,,,,0,,,,,0,,,2,en,English
39037,The Good Guy,en,"Ambitious young Manhattanite and urban conservationist Beth (Bledel) wants it all: a good job, good friends, and a good guy to share the city with. Of course that last one is often the trickiest of all. Beth falls hard for Tommy (Porter), a sexy, young Wall Street hot-shot. But just as everything seems to be falling into place, complications arise in the form of Tommy's sensitive and handsome co-worker Daniel (Greenberg). Beth soon learns that the game of love in the big city is a lot like Wall Street -- high risk, high reward and everybody has an angle.",2.631688,2009-04-25,90.0,5.4,59,10,6279,Alexis Bledel,1,83225,Colin Egglesfield,2,34612,Anna Chlumsky,1,0,5,5,2,129716,Julio DePietro,35,Comedy,10749,Romance,,,10183,independent film,,,,,,,,,2,2341,Belladonna Productions,26127,Whitest Pouring Films,1,US,United States of America,1,ru,Pусский
22805,Motherhood,en,"Motherhood is a comedy written and directed by Katherine Dieckmann, and stars Uma Thurman, Anthony Edwards and Minnie Driver. Shot on location in New York’s West Village, focuses on the dilemmas of motherhood, such as marriage, work, and self, shown in the trials and tribulations of one pivotal day.",10.955567,2009-01-21,90.0,4.7,44,13,139,Uma Thurman,1,6613,Minnie Driver,1,11085,Anthony Edwards,2,2,10,1,2,89395,Katherine Dieckmann,35,Comedy,18,Drama,,,2784,mother role,10851,blog,187056,woman director,,,,,1,1512,John Wells Productions,,,1,US,United States of America,1,en,English
39055,Free Style,en,"Cale Bryant is determined to win a coveted spot on the Grand National motocross racing team. With the support of his loving mother, precocious little sister and new girlfriend, Cale proves against all odds that he has the heart, the willpower and the courage never to give up on his dream.",0.122874,2008-12-24,94.0,5.8,4,3,67602,Corbin Bleu,2,145184,Sandra Echeverría,1,74929,Madison Pettis,1,0,2,1,3,56506,William Dear,18,Drama,10751,Family,,,179431,duringcreditsstinger,,,,,,,,,1,5221,Rigel Entertainment,,,1,CA,Canada,1,en,English
245846,Strangerland,en,"Newly arrived to a remote desert town, Catherine and Matthew are tormented by a suspicion when their two teenage children mysteriously vanish.",5.1456550000000005,2015-07-01,111.0,5.1,83,10,2227,Nicole Kidman,1,12763,Joseph Fiennes,2,1331,Hugo Weaving,2,4,1,5,13,219961,Kim Farrant,18,Drama,53,Thriller,,,5657,australia,156948,missing child,157906,outback,164044,alcoholic drink,166490,troubled marriage,1,9015,Worldview Entertainment,,,1,AU,Australia,1,en,English
25186,Janky Promoters,en,Two shady concert promoters get into hot water when their chance to book a superstar rapper goes awry.,1.728816,2009-10-16,85.0,7.0,5,13,9778,Ice Cube,2,51944,Mike Epps,2,93339,Young Jeezy,0,3,4,6,2,65133,Marcus Raboy,35,Comedy,,,,,,,,,,,,,,,2,2780,Cube Vision,7405,Dimension Films,1,US,United States of America,1,en,English
15017,Blonde Ambition,en,A young professional woman (Simpson) unwittingly becomes the pawn of two business executives in their bid to oust the head of a mega-conglomerate.,3.064563,2007-12-21,93.0,3.9,29,8,52052,Jessica Simpson,1,36422,Luke Wilson,2,38581,Rachael Leigh Cook,1,0,4,4,4,69144,Scott Marshall Smith,35,Comedy,10749,Romance,,,6593,stripper,9713,friends,12392,best friend,,,,,0,,,,,1,US,United States of America,2,no,Norsk
12245,The Oxford Murders,en,"At Oxford University, a professor and a grad student work together to try and stop a potential series of murders seemingly linked by mathematical symbols",9.318033,2008-01-18,107.0,5.7,188,12,109,Elijah Wood,2,5049,John Hurt,2,101,Leonor Watling,1,4,3,5,12,57865,Álex de la Iglesia,80,Crime,9648,Mystery,53,Thriller,2303,mathematician,6009,mathematics,8095,oxford,8264,symbol,163392,triangle,2,2673,La Fabrique de Films,2674,Telecinco Cinema,3,ES,Spain,1,en,English
49787,The Reef,en,A great white shark hunts the crew of a capsized sailboat along the Great Barrier Reef.,7.245108,2010-05-15,94.0,5.4,130,5,37292,Adrienne Pickering,1,142798,Zoe Naylor,0,78572,Gyton Grantley,2,2,1,2,7,81328,Andrew Traucki,18,Drama,27,Horror,53,Thriller,1422,boat,3735,boat accident,14785,underwater,15097,shark,15098,great white shark,5,3256,Lightning Entertainment,7584,Screen Australia,1,AU,Australia,2,en,English
16358,Eulogy,en,"A black comedy that follows three generations of a family, who come together for the funeral of the patriarch - unveiling a litany of family secrets and covert relationships.",9.085482,2004-10-15,91.0,6.4,34,13,5587,Hank Azaria,2,17772,Jesse Bradford,2,11664,Zooey Deschanel,1,0,7,6,20,4910,Michael Clancy,35,Comedy,18,Drama,,,6625,family secrets,10041,dysfunctional family,10183,independent film,146946,death in family,155294,family conflict,4,738,Myriad Pictures,2188,Artisan Entertainment,3,DE,Germany,1,en,English
7006,White Noise 2: The Light,en,"A man's family brought back from the verge of death, he then discovers he can identify people who are about to die.",6.814247,2007-01-05,99.0,5.6,80,9,51797,Nathan Fillion,2,51798,Katee Sackhoff,1,51799,Craig Fairbrass,2,0,2,7,13,27226,Patrick Lussier,53,Thriller,18,Drama,27,Horror,236,suicide,9826,murder,,,,,,,2,1063,Brightlight Pictures,12026,Gold Circle Films,2,CA,Canada,1,en,English
66767,Beat the World,en,"Three dance crews – one Latin American, one European and one Canadian – prepare to battle at the International Beat the World competition in Detroit. Along the way, they struggle with gambling debt, bad break-ups and their own egos. In the final showdown to become world champions they find that their lifelong hopes, dreams and even lives, are at stake.",2.873796,2011-06-10,91.0,4.3,16,7,545343,Tyrone Brown,2,545344,Mishael Morgan,1,545345,Nikki Grant,1,3,2,2,17,31120,Robert Adetuyi,10402,Music,18,Drama,,,190341,sporting event,,,,,,,,,4,807,The Harold Greenberg Fund,11576,Ontario Media Development Corporation (OMDC),1,CA,Canada,1,en,English
17622,Fifty Dead Men Walking,en,"Based on Martin McGartland's real life story as a informant for the British Police to spy on the IRA. Taking place from 1987-1991, Martin (Jim Sturgess) works his way up the ranks of the IRA, while keeping his informant with the police Fergis (Ben Kingsley) at bay. In the process he saved numerous lives and is still in hiding from the IRA today.",4.481897,2008-09-10,117.0,6.1,35,13,2282,Ben Kingsley,2,38941,Jim Sturgess,2,7431,Kevin Zegers,2,5,1,7,47,22140,Kari Skogland,28,Action,53,Thriller,,,14552,ira,176516,slot machine,186355,riot police,187056,woman director,,,12,806,Téléfilm Canada,1063,Brightlight Pictures,2,CA,Canada,2,en,English
283671,Jungle Shuffle,en,In this turbulent jungle adventure an outcast coati male has to team up with a quirky spider monkey to save a coati princess from the hands of a human poacher and his mysterious client.,1.413934,2014-08-07,85.0,6.5,1,6,3272,Drake Bell,2,60949,Rob Schneider,2,571564,Brianne Siddall,1,3,1,2,5,1291685,Taedong Park,10751,Family,16,Animation,12,Adventure,8723,poacher,10787,jungle,,,,,,,3,3980,Wonderworld Studios,15196,Animation Picture Company,2,MX,Mexico,1,en,English
18516,Adam Resurrected,en,"Before the war, in Berlin, Adam was an entertainer- cabaret impresario, magician, musician-loved by all until he finds himself in a concentration camp, confronted by Commandant Klein. Adam survives the camp by becoming the Klein's ""dog"", entertaining him while his wife and daughter are sent off to die. ""Adam Resurrected"" is the story of a man who once was a dog who meets a dog who once was a boy.",2.574014,2008-08-08,106.0,6.4,22,9,4785,Jeff Goldblum,2,5293,Willem Dafoe,2,937,Derek Jacobi,2,0,4,5,41,1035,Paul Schrader,18,Drama,10752,War,,,1739,holocaust,2652,nazis,3038,israeli,,,,,4,702,3L Filmproduktion GmbH,1872,Bleiberg Entertainment,3,DE,Germany,1,en,English
217708,Of Horses and Men,is,A country romance about the human streak in the horse and the horse in the human. Love and death become interlaced and with terrible consequences.The fortunes of the people in the country through the horses' perception.,1.6179430000000001,2013-08-30,85.0,6.9,26,16,55584,Ingvar Eggert Sigurðsson,2,1183138,Charlotte Bøving,1,132204,Steinn Ármann Magnússon,2,11,2,3,9,42092,Benedikt Erlingsson,18,Drama,10749,Romance,35,Comedy,2673,horse,3373,snow storm,207942,icelandic,,,,,2,68384,Filmhuset Gruppen,68385,Leiknar Myndir,2,NO,Norway,5,en,English
42057,It's a Wonderful Afterlife,en,"Indian mother Mrs Sethi's (Azmi) obsession with marrying off her daughter turns murderous. With jokes that routinely miss the mark and cringeworthy slapstick, this black comedy farce shouldn't work. Somehow, though, it does. (c) Empire Magazine",1.259968,2010-05-07,99.0,4.3,9,13,85672,Shabana Azmi,1,200658,Goldy Notay,1,165425,Sendhil Ramamurthy,2,2,6,5,6,6220,Gurinder Chadha,35,Comedy,10749,Romance,,,212,london england,958,indian lead,9826,murder,10132,matchmaking,162846,ghost,3,3747,Studio 18,7620,Bend It Films,1,GB,United Kingdom,2,en,English
17577,The Devil's Tomb,en,"Captain Mack leads an elite military unit on a search for a missing scientist, and comes face-to-face with an an ancient evil lying beneath the Middle Eastern desert. Evil that is not of this world. Evil that should never be unearthed.",5.0994720000000004,2009-05-26,90.0,4.0,53,15,9777,Cuba Gooding Jr.,2,5538,Ray Winstone,2,2372,Ron Perlman,2,4,3,8,37,25527,Jason Connery,28,Action,27,Horror,53,Thriller,187820,duct tape gag,187821,bandana,187824,headshot,187826,camoflage uniform,187828,sadistic laughter,3,3336,Ice Cold Productions,3337,Empyreal Entertainment,1,US,United States of America,1,en,English
14608,Partition,en,"Determined to leave the ravages of war behind, 38 year old Gian Singh resigns from the British Indian Army to a quiet life. His world is soon thrown in turmoil, when he suddenly finds himself responsible for the life of a 17 year old girl, traumatized by the events that separated her from her family.",2.131524,2007-02-02,116.0,6.4,6,8,55751,Kristin Kreuk,1,16756,Jimi Mistry,2,9206,Neve Campbell,1,0,3,5,3,87121,Vic Sarin,18,Drama,10769,Foreign,10749,Romance,8029,drama,10183,independent film,,,,,,,2,3904,Partition Films%2C Inc.,3905,Khussro Films,3,CA,Canada,1,en,English
34417,Good Intentions,en,"Meet Etta Milford. Loving Wife. Doting Mother. Armed Robber. Etta's husband constantly blows their money on make-shift inventions. When she decides to secretly take ""investment"" matters into her own hands - things quickly go awry! With their savings gone, her husband suspicious, and their children out of control, Etta concocts a scheme to get back their money and save her family.",0.304566,2010-03-09,85.0,5.0,6,3,8395,Luke Perry,2,87765,LeAnn Rimes,1,22125,Jimmi Simpson,2,0,1,2,1,1434341,Jim Issa,35,Comedy,,,,,10183,independent film,,,,,,,,,1,5460,Shadowlight Productions,,,1,US,United States of America,1,en,English
15067,"The Good, The Bad, The Weird",ko,"The story of three Korean outlaws in 1930s Manchuria and their dealings with the Japanese army and Chinese and Russian bandits. The Good (a Bounty hunter), the Bad (a hitman), and the Weird (a thief) battle the army and the bandits in a race to use a treasure map to uncover the riches of legend.",11.847324,2008-07-16,130.0,7.1,193,16,20738,Song Kang-ho,2,25002,Lee Byung-hun,2,17120,Jung Woo-sung,2,6,1,9,4,543568,Kim Jee-woon,28,Action,12,Adventure,35,Comedy,75,gunslinger,1419,gun,,,,,,,4,685,Cineclick Asia,7036,CJ Entertainment,1,KR,South Korea,1,ko,한국어/조선말
78383,Nurse 3-D,en,"Abby Russell, a beautiful, dedicated nurse with a sinister side, has a secret life in which she targets and punishes dishonest men.",10.013629,2013-09-28,99.0,4.9,119,12,59882,Paz de la Huerta,1,74618,Katrina Bowden,1,3391,Kathleen Turner,1,1,4,7,6,71901,Douglas Aarniokoski,27,Horror,53,Thriller,,,428,nurse,7098,sexual murder,9748,revenge,9833,lesbian relationship,10123,dark comedy,2,6644,Lions Gate,7035,Lions Gate Entertainments,1,US,United States of America,1,en,English
43090,Gunless,en,"A quiet and peaceful community in the Dominion of Canada is shaken up by the arrival of a wounded and stinky gun-toting American cowboy, simply known as The Montana Kid, wanted for the alleged killing of seven men. A subsequent clarification reveals that his real name is Sean Rafferty, and he admits to killing, not seven, but eleven men. Things only get worse after Sean gets in the bad books of the local militia, and with armed bounty hunters hot on his trail, challenges the local unarmed blacksmith, Jack Smith, to a duel - wild west style! Written by rAjOo",3.753703,2010-04-30,89.0,6.7,27,20,7055,Sienna Guillory,1,9832,Tyler Mane,2,540,Callum Keith Rennie,2,6,3,11,21,107630,William Phillips,18,Drama,28,Action,35,Comedy,75,gunslinger,801,bounty hunter,1318,blacksmith,12965,duel,155573,wild west,8,164,Rhombus Media,806,Téléfilm Canada,1,CA,Canada,1,en,English
16614,Adventureland,en,"In the summer of 1987, a college graduate takes a 'nowhere' job at his local amusement park, only to find it's the perfect course to get him prepared for the real world.",19.978021,2009-04-03,107.0,6.4,737,17,44735,Jesse Eisenberg,2,37917,Kristen Stewart,1,41089,Martin Starr,2,5,5,7,24,54733,Greg Mottola,35,Comedy,,,,,10267,comedy,11509,cheating on partner,155582,amusement park,163963,summer job,163964,carny,3,14,Miramax Films,737,Sidney Kimmel Entertainment,1,US,United States of America,1,en,English
9700,The Lost City,en,"In Havana, Cuba in the late 1950's, a wealthy family, one of whose sons is a prominent nightclub owner, is caught in the violent transition from the oppressive regime of Batista to the Marxist government of Fidel Castro. Castro's regime ultimately leads the nightclub owner to flee to New York.",3.5885290000000003,2005-09-03,144.0,6.0,24,15,1271,Andy García,2,1272,Richard Bradford,2,21316,Nestor Carbonell,2,1,2,12,7,1271,Andy García,18,Drama,10749,Romance,,,701,cuba,7936,fidel castro,8658,che guevara,,,,,1,35,Lions Gate Films,,,1,US,United States of America,1,en,English
10471,Next Friday,en,"Ice Cube returns as Craig Jones, a streetwise man from South Central Los Angeles who has a knack for getting into trouble. This time out, Craig is still trying to outsmart neighborhood bully Debo (Tommy ""Tiny"" Lister Jr.); after Craig gets the better of Debo in a fist fight, Debo is determined to flatten Craig in a rematch. Looking to stay out of Debo's way, Craig's dad decides that it would be a good idea for Craig to hide out with his Uncle Elroy and cousin Day-Day in Rancho Cucamonga... but trouble seems to find him there also.",9.337388,2000-01-12,98.0,6.4,135,17,9778,Ice Cube,2,51944,Mike Epps,2,57389,Justin Pierce,2,3,4,10,8,52112,Steve Carr,35,Comedy,,,,,378,prison,1522,repayment,2987,gang war,7858,boy gang,9748,revenge,1,12,New Line Cinema,,,1,US,United States of America,1,en,English
250066,American Heist,en,"Two brothers, both with troubled paths, find themselves in the middle of one last bank job.",11.431434,2014-09-11,94.0,4.3,158,15,17244,Hayden Christensen,2,3490,Adrien Brody,2,22123,Jordana Brewster,1,2,5,8,52,232858,Sarik Andreasyan,28,Action,,,,,380,brother brother relationship,642,robbery,974,bank,,,,,3,7587,NGN Productions,44884,Glacier Films,2,CA,Canada,1,en,English
667,You Only Live Twice,en,A mysterious space craft kidnaps a Russian and American space capsule and brings the world on the verge of another World War. James Bond investigates the case in Japan and meets with his archenemy Blofeld. The fifth film from the legendary James Bond series starring Sean Connery as the British super agent.,28.675890999999996,1967-06-12,117.0,6.5,531,16,738,Sean Connery,2,10068,Akiko Wakabayashi,1,10073,Karin Dor,1,3,5,8,11,10076,Lewis Gilbert,28,Action,53,Thriller,12,Adventure,212,london england,233,japan,392,england,441,assassination,720,helicopter,1,7576,Eon Productions,,,1,GB,United Kingdom,3,en,English
208869,Plastic,en,"Sam &amp; Fordy run a credit card fraud scheme, but when they steal from the wrong man, they find themselves threatened by sadistic gangster. They need to raise £5m and pull off a daring diamond heist to clear their debt.",9.702760000000001,2014-04-30,102.0,6.1,86,8,25438,Ed Speleers,2,93491,Will Poulter,2,71586,Alfie Allen,2,0,2,6,4,63052,Julian Gilbey,18,Drama,28,Action,35,Comedy,,,,,,,,,,,1,7353,Gateway Films,,,1,GB,United Kingdom,1,en,English
86837,Amour,fr,"Georges and Anne are in their eighties. They are cultivated, retired music teachers. Their daughter, who is also a musician, lives abroad with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested.",17.151293,2012-07-01,127.0,7.5,400,12,267962,Emmanuelle Riva,1,1352,Jean-Louis Trintignant,2,17882,Isabelle Huppert,1,4,3,5,23,6011,Michael Haneke,18,Drama,10749,Romance,,,428,nurse,2176,music teacher,4995,aging,5600,daughter,6027,music,3,223,Les Films du Losange,224,Wega Film,3,FR,France,1,fr,Français
10306,Poltergeist III,en,"Carol Anne has been sent to live with her Aunt and Uncle in an effort to hide her from the clutches of the ghostly Reverend Kane, but he tracks her down and terrorises her in her relatives' appartment in a tall glass building. Will he finally achieve his target and capture Carol Anne again, or will Tangina be able, yet again, to thwart him?",11.225044,1988-06-10,98.0,4.5,123,8,4139,Tom Skerritt,2,44038,Nancy Allen,1,10086,Heather O'Rourke,1,1,4,3,8,33094,Gary Sherman,27,Horror,53,Thriller,,,520,chicago,3684,religion and supernatural,4769,supernatural powers,14999,devil,15001,demon,1,8411,Metro-Goldwyn-Mayer (MGM),,,1,US,United States of America,1,en,English
106845,Re-Kill,en,"Five years after a zombie outbreak, the men and women of R-Division hunt down and destroy the undead. When they see signs of a second outbreak, they fear humanity may not survive.",5.346205,2015-10-16,87.0,4.9,34,19,25877,Roger Cross,2,78110,Scott Adkins,2,59296,Daniella Alonso,1,8,4,7,2,1040955,Valeri Milev,27,Horror,878,Science Fiction,,,3974,reality tv,10410,conspiracy,12377,zombie,186565,zombie apocalypse,,,3,2982,Signature Pictures,3608,After Dark Films,1,US,United States of America,1,en,English
11576,"It's a Mad, Mad, Mad, Mad World",en,"A group of strangers come across a man dying after a car crash who proceeds to tell them about the $350,000 he buried in California. What follows is the madcap adventures of those strangers as each attempts to claim the prize for himself.",14.562991,1963-11-07,163.0,7.0,140,53,12147,Spencer Tracy,2,69951,Milton Berle,2,8902,Sid Caesar,2,7,7,39,16,4081,Stanley Kramer,28,Action,12,Adventure,35,Comedy,271,competition,378,prison,387,california,3713,chase,3923,humor,2,60,United Artists,8040,Casey Productions,1,US,United States of America,1,en,English
219,Volver,es,"Raimunda (Penélope Cruz) works and lives Madrid with her husband Paco and daughter Paula. Her sister Sole (Lola Dueñas) lives nearby and they both miss their mother Irene (Carmen Maura), who died several years ago in a house fire along with their father. A former neighbor from their hometown reports that she has seen the ghost of Irene and both daughters do not believe her. After a murder and a family tragedy, Irene's spirit materializes around her daughters to help comfort them.",19.747809,2006-03-16,121.0,7.3,406,25,955,Penélope Cruz,1,2744,Carmen Maura,1,2759,Lola Dueñas,1,15,8,2,28,309,Pedro Almodóvar,35,Comedy,18,Drama,10749,Romance,516,child abuse,570,rape,657,fire,739,sexual abuse,744,madrid,1,49,El Deseo,,,1,ES,Spain,1,es,Español
